magazine,volume,issue,month,year,title,Title,Description,Authors
National Lampooon,1,10,January,1971,Women’s Liberation,1971 Calendar,"Prefaced with a statement from the editors that the six women on the following are presented as heroic human beings, and not as sexual objects, a series of pinup calendar pages featuring, of course, scantily-clad women","By Doug Kenney; Illustrations by Michael Gross, Charles White III, and Joe Orlando; Photographs by Larry Couzens and Bob Pike"
National Lampooon,1,10,January,1971,Women’s Liberation,Cosmogirl Meets Playboy,A “dialogue” between a young man and a young woman describing themselves in terms of marketing bromides that might have been written by the advertizing managers of Cosmopolitan and Playboy magazines.,By Terry Catchpole; Photograph uncredited
National Lampooon,1,10,January,1971,Women’s Liberation,I’ve Got a Trillion of ‘Em,A short story about an out of work computer operator who is hired by a has-been comedian to program his computer to write jokes. All goes well until the computer starts thinking for itself.,By Julia Verne [sounds like a pseudonym–M.S.]; Illustrated by Michael Gross
National Lampooon,1,10,January,1971,Women’s Liberation,Marshmallows,"An essay on life on the planet Krok, which is just like Earth except that marshmallows are forbidden. The upshot is: If having marshmallows is a crime, only criminals will have marshmallows.",By Robert Heit; Photographs uncredited
National Lampooon,1,10,January,1971,Women’s Liberation,Unlikely Events in 1971,An illustrated list which includes things like: “Greta Garbo comes out of seclusion to appear on television’s Celebrity Bowling” and “Walter Keane is commissioned to paint the official portrait of President Nixon.”,Written and illustrated by Edward Sorel
National Lampooon,1,10,January,1971,Women’s Liberation,Instant Ball Four,NA,By Gerald Astor; Illustration by Bob Zoell
National Lampooon,1,10,January,1971,Women’s Liberation,Foto Funnies,NA,NA
National Lampooon,1,10,January,1971,Women’s Liberation,Cosmopolitan Parody,NA,By Karen Murphy
National Lampooon,1,10,January,1971,Women’s Liberation,Step into my Bidet,NA,Cosmo Tells AllCosmo’s Make-OverCosmo Reads the New BooksCosmo’s CouchCosmo’s Diet of the MonthCosmo’s ‘Coming’ AttractionsCosmo’s ConfessionCosmo’s Cutie of the MonthCosmo’s Dream VacationCosmo’s Idea of the MonthCosmo’s Quiz
National Lampooon,1,11,February,1971,Head Issue,“COVER,NA,"This month’s excursion into hardcore Xerography is brought to you through the magic of Sagebrush Studios, whose managers have never ever even seen any dope, much less smoked this illegal substance. However, they do know a guy who actually uses it and they got their research material from this guy and also by raking up piles of old Reader’s Digests, igniting them and inhaling the fumes.”"
National Lampooon,1,11,February,1971,Head Issue,Editorial,"A thoughtful defense of the idea of making drugs legal is interupted by a neurological siezure mid-paragraph, and then finishes as if nothing happened.",By Doug Kenney
National Lampooon,1,11,February,1971,Head Issue,Contest,NA,"Readers are asked to submit headlines in the style of the National Enquirer for real news events, current or historical."
National Lampooon,1,11,February,1971,Head Issue,Letters,NA,From the Editors
National Lampooon,1,11,February,1971,Head Issue,Contest Results,NA,"Rumors–actual (category I) and bogus (category II). Category I winner: “If you fart, burp, and sneeze at the same time, you will die.” Category II winner: “As late as 1963, farmers in rural Iowa refused to abandon their victory gardens and peach pit stockpiles, maintaining that World War II was still going on. Even today, bewildered motorists report sniping activity around Council Bluffs.”"
National Lampooon,1,11,February,1971,Head Issue,Mrs. Agnew’s Diary,"Judy’s correspondence school course in writing fails to get her published in the National Review; Spiggy is irate when there is a rumor that Dick will be dumping him when he runs for re-election; Dick (pretending to be Hank) calls to reassure him; Spiggy is not fooled and, enraged, runs out of the house in his pajamas, and is stopped by the police before getting to Dick’s.",Uncredited [Doug Kenney]
National Lampooon,1,11,February,1971,Head Issue,Horrorscope,The futures of famous people are predicted by means of casting lots.,Uncredited [Doug Kenney]
National Lampooon,1,11,February,1971,Head Issue,News of the Month,"Results of new poll reveal that most Americans are not at home; Nixon combats the coming flue season using the same (futile) tactics as he has used in the war in Vietnam; A computer scientists conducts experiments on a monkey by subjecting it to various computer “foul-ups” involving multiple subscription offers to Life, mis-matched computer dates, and bills for long distance calls it never made; New trend in which various politicians and criminals are now doing product endorsements; Conservation groups concerned over where Nixon will dump Agnew in ’72; Pentagon claims that My Lai massacre was in fact a hippie-type ritual slaying.","By Henry Beard, Hugo Flesch and Rick Meyerowitz"
National Lampooon,1,11,February,1971,Head Issue,"The Rake’s Progress or The Head That Lost Its Tribe,",Two young people succumb to the evils of drugs and sex and subsequently become the darlings of society.,By Arnold Roth
National Lampooon,1,11,February,1971,Head Issue,Foto Funnies,"After discovering that the man seated next to her is a Libra, the two begin to fall in love, until he discovers that her sign is Cancer.",Uncredited [features Michael Gross]
National Lampooon,1,11,February,1971,Head Issue,"Classy Comics Illustrated Siddhartha,","Parody of Classics Comics Illustrated comic books. The text is straight from Hesse (although radically abreviated), the illustrations are made to look like a lame attempt to make the story “up-to-date”–Siddhartha is portrayed a hippy, etc.",By Doug Kenney and Herman Hesse; Illustrated by Joe Orlando
National Lampooon,1,11,February,1971,Head Issue,Special Stoned Section,"A potpourri of items for readers who are stoned: Cut-out wings for LSD users; mazes and word puzzles; games to play when somebody is about to put on “Fire and Rain” the eighth time; “medical alert” and “Mariholics Anonymous” wallet cards; a recipe for a “hash host”; “Tums” stickers to disguise tabs; U.S. Flag seals to seal stashes (making it a Federal offense for anyone to break it); a crossword puzzle with answers logical only to someone who is stoned; package label designs for when marijuana becomes legal; half of a treasure map to a “secret stash” near L.A. (the other half to appear in next month’s issue); model airplane glue “scratch ‘n’ sniff” strip; assorted “off-the-wall bummers”; and a final item revealing that regular use of pot leads to vision loss–the text, of course, becomes progressively illegible.","By Michael O’Donoghue; Illustrated by Peter Bramley, Sagebrush Studio, Marvin Mattleson, Randall Enos, Leonard Soned, David Palladini, and others"
