site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,flood_or_ebb,weather_station,TEMP,PRCP
"Hackensack River, Rutkowski Park",2022-06-16,2022,6,2022-06-16T14:47:00Z,738,0.37,0.32,0,0,0,0.05,0,0,,Unacceptable,8530884,8530884,2022-06-16T14:35:00Z,5.414,TRUE,0.2,-1,Central Park,66.02,0.31589999999999996
"Raritan River, Riverside Park",2022-06-16,2022,6,2022-06-16T12:05:00Z,285,0.37,0.32,0,0,0,0.05,0,0,,Unacceptable,8531463,8531463,2022-06-16T09:16:00Z,-0.724,TRUE,2.816666666666667,1,Central Park,66.02,0.31589999999999996
"Raritan River, Rutgers Boathouse",2022-06-16,2022,6,2022-06-16T12:37:00Z,74,0.37,0.32,0,0,0,0.05,0,0,,Fair,8531463,8531463,2022-06-16T09:16:00Z,-0.724,TRUE,3.35,1,Central Park,66.02,0.31589999999999996
"Raritan River, Edison Boat Basin",2022-06-16,2022,6,2022-06-16T13:02:00Z,6131,0.37,0.32,0,0,0,0.05,0,0,,Unacceptable,8531390,8531390,2022-06-16T08:52:00Z,-0.748,TRUE,4.166666666666667,1,Central Park,66.02,0.31589999999999996
"Raritan River, Ken Buchanan Park",2022-06-16,2022,6,2022-06-16T13:36:00Z,393,0.37,0.32,0,0,0,0.05,0,0,,Unacceptable,8531390,8531390,2022-06-16T08:52:00Z,-0.748,TRUE,4.733333333333333,1,Central Park,66.02,0.31589999999999996
"Raritan River, 2nd Street Park",2022-06-16,2022,6,2022-06-16T14:02:00Z,85,0.37,0.32,0,0,0,0.05,0,0,,Fair,8531232,8531232,2022-06-16T08:21:00Z,-0.654,TRUE,5.683333333333334,1,Central Park,66.02,0.31589999999999996
"Raritan Bay, Waterfront Park",2022-06-16,2022,6,2022-06-16T14:30:00Z,19863,0.37,0.32,0,0,0,0.05,0,0,,Unacceptable,8531232,8531232,2022-06-16T14:03:00Z,5.455,TRUE,0.45,-1,Central Park,66.02,0.31589999999999996
"Hudson River, JFK Marina",2022-06-23,2022,6,2022-06-23T15:16:00Z,41,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8530095,8530095,2022-06-23T09:39:00Z,3.632,TRUE,5.616666666666666,-1,Central Park,67.46,0.078
"Hudson River, Yonkers Paddling and Rowing Club",2022-06-23,2022,6,2022-06-23T15:00:00Z,20,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8530095,8530095,2022-06-23T09:39:00Z,3.632,TRUE,5.35,-1,Central Park,67.46,0.078
"Saw Mill River, daylighted section",2022-06-23,2022,6,2022-06-23T15:25:00Z,223,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8530095,8530095,2022-06-23T09:39:00Z,3.632,TRUE,5.766666666666667,-1,Central Park,67.46,0.078
"Bronx River, Starlight Park, North Dock",2022-06-23,2022,6,2022-06-23T18:45:00Z,135,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518621,8518621,2022-06-23T12:38:00Z,6.909,TRUE,6.116666666666666,-1,Central Park,67.46,0.078
"Bronx River, Hunts Point Riverside Park",2022-06-23,2022,6,2022-06-23T14:50:00Z,3255,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518621,8518621,2022-06-23T12:38:00Z,6.909,TRUE,2.2,-1,Central Park,67.46,0.078
"Bronx River, Soundview Park, HP009 CSO",2022-06-23,2022,6,2022-06-23T14:05:00Z,5475,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518621,8518621,2022-06-23T12:38:00Z,6.909,TRUE,1.45,-1,Central Park,67.46,0.078
"Bronx Kill, west end",2022-06-23,2022,6,2022-06-23T13:13:00Z,62,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8518643,8518643,2022-06-23T10:43:00Z,3.947,TRUE,2.5,-1,Central Park,67.46,0.078
"Bronx Kill, east end",2022-06-23,2022,6,2022-06-23T13:05:00Z,41,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8518639,8518639,2022-06-23T12:32:00Z,6.119,TRUE,0.55,-1,Central Park,67.46,0.078
"Harlem River, Little Hell Gate",2022-06-23,2022,6,2022-06-23T13:25:00Z,121,0.16,0.08,0.02,0.06,0,0,0,0,121 ,Unacceptable,8517401,8517401,2022-06-23T11:32:00Z,5.82,TRUE,1.8833333333333333,-1,Central Park,67.46,0.078
"Hudson River, Pier 96",2022-06-23,2022,6,2022-06-23T10:53:00Z,31,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,2.1,-1,Central Park,67.46,0.078
"Hudson River, Pier 84",2022-06-23,2022,6,2022-06-23T10:42:00Z,110,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,1.9166666666666667,-1,Central Park,67.46,0.078
"Hudson River, Pier 66",2022-06-23,2022,6,2022-06-23T15:05:00Z,20,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,6.3,-1,Central Park,67.46,0.078
"Hudson River, Pier 40",2022-06-23,2022,6,2022-06-23T15:46:00Z,10,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8518750,8518750,2022-06-23T14:58:00Z,0.39,TRUE,0.8,1,Central Park,67.46,0.078
"Hudson River, Pier 26",2022-06-23,2022,6,2022-06-23T15:33:00Z,0,0.16,0.08,0.02,0.06,0,0,0,0,,Not Detected,8518750,8518750,2022-06-23T14:58:00Z,0.39,TRUE,0.5833333333333334,1,Central Park,67.46,0.078
"Hudson River, Weehawken Cove",2022-06-23,2022,6,2022-06-23T13:38:00Z,0,0.16,0.08,0.02,0.06,0,0,0,0,20 ,Not Detected,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,4.85,-1,Central Park,67.46,0.078
"Hudson River, Pier 13",2022-06-23,2022,6,2022-06-23T14:03:00Z,51,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,5.266666666666667,-1,Central Park,67.46,0.078
"Hudson River, Hoboken Cove Beach",2022-06-23,2022,6,2022-06-23T14:10:00Z,31,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,5.383333333333334,-1,Central Park,67.46,0.078
"Hudson River, Frank Sinatra Park",2022-06-23,2022,6,2022-06-23T14:18:00Z,61,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8530645,8530645,2022-06-23T08:47:00Z,4.201,TRUE,5.516666666666667,-1,Central Park,67.46,0.078
"Flushing Bay, World's Fair Marina Pier 1 East",2022-06-23,2022,6,2022-06-23T12:43:00Z,301,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517251,8517251,2022-06-23T08:34:00Z,4.376,FALSE,4.15,-1,Central Park,67.46,0.078
"Flushing Bay, World's Fair Marina Boat Ramp",2022-06-23,2022,6,2022-06-23T12:39:00Z,73,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8517251,8517251,2022-06-23T08:34:00Z,4.376,FALSE,4.083333333333333,-1,Central Park,67.46,0.078
Flushing Creek,2022-06-23,2022,6,2022-06-23T12:56:00Z,1059,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517251,8517251,2022-06-23T08:34:00Z,4.376,FALSE,4.366666666666666,-1,Central Park,67.46,0.078
Kissena Lake,2022-06-23,2022,6,2022-06-23T14:17:00Z,10,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8517251,8517251,2022-06-23T08:34:00Z,4.376,FALSE,5.716666666666667,-1,Central Park,67.46,0.078
"Flushing Meadows-Corona Park, Meadow Lake",2022-06-23,2022,6,2022-06-23T13:50:00Z,776,0.16,0.08,0.02,0.06,0,0,0,0,727 ,Unacceptable,8517251,8517251,2022-06-23T08:34:00Z,4.376,FALSE,5.266666666666667,-1,Central Park,67.46,0.078
Little Neck Bay,2022-06-23,2022,6,2022-06-23T14:50:00Z,72,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8516990,8516990,2022-06-23T12:24:00Z,6.927,TRUE,2.433333333333333,-1,Central Park,67.46,0.078
"East River, Gantry State Park",2022-06-23,2022,6,2022-06-23T12:59:00Z,20,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8517673,8517673,2022-06-23T09:56:00Z,3.895,TRUE,3.05,-1,Central Park,67.46,0.078
"Newtown Creek, 2nd Street Kayak Launch",2022-06-23,2022,6,2022-06-23T12:59:00Z,4225,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517673,8517673,2022-06-23T09:56:00Z,3.895,TRUE,3.05,-1,Central Park,67.46,0.078
"Newtown Creek, Pulaski Bridge, Queens",2022-06-23,2022,6,2022-06-23T12:26:00Z,366,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517673,8517673,2022-06-23T09:56:00Z,3.895,TRUE,2.5,-1,Central Park,67.46,0.078
"Newtown Creek, Apollo Street",2022-06-23,2022,6,2022-06-23T13:05:00Z,10462,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517673,8517673,2022-06-23T09:56:00Z,3.895,TRUE,3.15,-1,Central Park,67.46,0.078
"Newtown Creek, East Branch",2022-06-23,2022,6,2022-06-23T13:40:00Z,41,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8518699,8518699,2022-06-23T09:24:00Z,3.983,TRUE,4.266666666666667,-1,Central Park,67.46,0.078
"Newtown Creek, English Kills",2022-06-23,2022,6,2022-06-23T13:10:00Z,759,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518699,8518699,2022-06-23T09:24:00Z,3.983,TRUE,3.7666666666666666,-1,Central Park,67.46,0.078
"East River, Bushwick Inlet",2022-06-23,2022,6,2022-06-23T15:29:00Z,41,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8517673,8517673,2022-06-23T09:56:00Z,3.895,TRUE,5.55,-1,Central Park,67.46,0.078
"East River, Bushwick Inlet Park Beach",2022-06-23,2022,6,2022-06-23T13:07:00Z,0,0.16,0.08,0.02,0.06,0,0,0,0,,Not Detected,8518699,8518699,2022-06-23T09:24:00Z,3.983,TRUE,3.716666666666667,-1,Central Park,67.46,0.078
"East River, Grand Ferry Park",2022-06-23,2022,6,2022-06-23T15:24:00Z,241,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518699,8518699,2022-06-23T15:19:00Z,0.327,TRUE,0.08333333333333333,1,Central Park,67.46,0.078
"East River, North 3rd Street",2022-06-23,2022,6,2022-06-23T15:22:00Z,776,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518699,8518699,2022-06-23T15:19:00Z,0.327,TRUE,0.05,1,Central Park,67.46,0.078
"East River, South 5th Street/Domino Park",2022-06-23,2022,6,2022-06-23T15:20:00Z,109,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8518699,8518699,2022-06-23T15:19:00Z,0.327,TRUE,0.016666666666666666,1,Central Park,67.46,0.078
"East River, Dumbo Cove",2022-06-23,2022,6,2022-06-23T15:10:00Z,209,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517847,8517847,2022-06-23T15:06:00Z,0.234,TRUE,0.06666666666666667,1,Central Park,67.46,0.078
"Buttermilk Channel, Valentino Pier",2022-06-23,2022,6,2022-06-23T14:52:00Z,10,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8517921,8517921,2022-06-23T14:46:00Z,0.371,TRUE,0.1,1,Central Park,67.46,0.078
"Coney Island Creek, Kaiser Park",2022-06-23,2022,6,2022-06-23T17:17:00Z,1124,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8517811,8517811,2022-06-23T14:29:00Z,0.516,TRUE,2.8,1,Central Park,67.46,0.078
"Raritan Bay, Oakwood Beach",2022-06-23,2022,6,2022-06-23T14:15:00Z,42,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8519436,8519436,2022-06-23T08:07:00Z,4.524,TRUE,6.133333333333334,-1,Central Park,67.46,0.078
"Raritan Bay, Great Kills Beach",2022-06-23,2022,6,2022-06-23T04:02:00Z,42,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8519436,8519436,2022-06-23T02:15:00Z,0.81,TRUE,1.7833333333333334,1,Central Park,67.46,0.078
"Hackensack River, Ridgefield Park",2022-06-23,2022,6,2022-06-23T12:36:00Z,3076,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8530398,8530398,2022-06-23T09:34:00Z,5.514,TRUE,3.033333333333333,-1,Central Park,67.46,0.078
"Hackensack River, River Barge Park",2022-06-23,2022,6,2022-06-23T13:14:00Z,6131,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8530528,8530528,2022-06-23T09:33:00Z,5.514,TRUE,3.683333333333333,-1,Central Park,67.46,0.078
"Hackensack River, Laurel Hill Park",2022-06-23,2022,6,2022-06-23T13:37:00Z,41,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8530696,8530696,2022-06-23T09:07:00Z,5.076,TRUE,4.5,-1,Central Park,67.46,0.078
"Hackensack River, Rutkowski Park",2022-06-23,2022,6,2022-06-23T14:21:00Z,31,0.16,0.08,0.02,0.06,0,0,0,0,,Good,8530884,8530884,2022-06-23T08:37:00Z,4.901,TRUE,5.733333333333333,-1,Central Park,67.46,0.078
"Raritan River, Riverside Park",2022-06-23,2022,6,2022-06-23T12:05:00Z,457,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8531463,8531463,2022-06-23T08:38:00Z,5.816,TRUE,3.45,-1,Central Park,67.46,0.078
"Raritan River, Rutgers Boathouse",2022-06-23,2022,6,2022-06-23T12:35:00Z,2909,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8531463,8531463,2022-06-23T08:38:00Z,5.816,TRUE,3.95,-1,Central Park,67.46,0.078
"Raritan River, Edison Boat Basin",2022-06-23,2022,6,2022-06-23T13:05:00Z,109,0.16,0.08,0.02,0.06,0,0,0,0,,Unacceptable,8531390,8531390,2022-06-23T08:18:00Z,5.413,TRUE,4.783333333333333,-1,Central Park,67.46,0.078
"Raritan River, Ken Buchanan Park",2022-06-23,2022,6,2022-06-23T13:40:00Z,98,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8531390,8531390,2022-06-23T08:18:00Z,5.413,TRUE,5.366666666666666,-1,Central Park,67.46,0.078
"Raritan River, 2nd Street Park",2022-06-23,2022,6,2022-06-23T14:48:00Z,51,0.16,0.08,0.02,0.06,0,0,0,0,,Fair,8531232,8531232,2022-06-23T14:34:00Z,0.489,TRUE,0.23333333333333334,1,Central Park,67.46,0.078
"Raritan Bay, Waterfront Park",2022-06-23,2022,6,2022-06-23T14:13:00Z,341,0.1599999999999999,0.08,0.02,0.0599999999999999,0,0,0,0,,Unacceptable,8531232,8531232,2022-06-23T07:58:00Z,4.901,TRUE,6.25,-1,Central Park,67.46,0.078
"Bronx Kill, west end",2022-06-30,2022,6,2022-06-30T13:23:00Z,41,0.29,0,0,0,0.29,0,0,0,,Fair,8518643,8518643,2022-06-30T09:45:00Z,0.276,TRUE,3.6333333333333333,1,Central Park,77.54,0
"Bronx Kill, east end",2022-06-30,2022,6,2022-06-30T13:10:00Z,743,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8518639,8518639,2022-06-30T12:00:00Z,0.14,TRUE,1.1666666666666667,1,Central Park,77.54,0
"Harlem River, Little Hell Gate",2022-06-30,2022,6,2022-06-30T13:35:00Z,31,0.29,0,0,0,0.29,0,0,0,,Good,8517401,8517401,2022-06-30T11:57:00Z,0.405,TRUE,1.6333333333333333,1,Central Park,77.54,0
"Hudson River, Pier 96",2022-06-30,2022,6,2022-06-30T10:35:00Z,20,0.29,0,0,0,0.29,0,0,0,,Good,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,2.1333333333333333,1,Central Park,77.54,0
"Hudson River, Pier 84",2022-06-30,2022,6,2022-06-30T10:23:00Z,52,0.29,0,0,0,0.29,0,0,0,,Fair,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,1.9333333333333333,1,Central Park,77.54,0
"Hudson River, Pier 66",2022-06-30,2022,6,2022-06-30T13:43:00Z,0,0.29,0,0,0,0.29,0,0,0,0 ,Not Detected,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,5.266666666666667,1,Central Park,77.54,0
"Hudson River, Gansevoort Peninsula, South",2022-06-30,2022,6,2022-06-30T14:33:00Z,0,0.29,0,0,0,0.29,0,0,0,,Not Detected,8530645,8530645,2022-06-30T14:19:00Z,4.037,TRUE,0.23333333333333334,-1,Central Park,77.54,0
"Hudson River, Pier 40",2022-06-30,2022,6,2022-06-30T14:44:00Z,0,0.29,0,0,0,0.29,0,0,0,,Not Detected,8518750,8518750,2022-06-30T14:06:00Z,4.205,TRUE,0.6333333333333333,-1,Central Park,77.54,0
"Hudson River, Pier 26",2022-06-30,2022,6,2022-06-30T14:52:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8518750,8518750,2022-06-30T14:06:00Z,4.205,TRUE,0.7666666666666667,-1,Central Park,77.54,0
"Hudson River, Weehawken Cove",2022-06-30,2022,6,2022-06-30T13:31:00Z,808,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,5.066666666666666,1,Central Park,77.54,0
"Hudson River, Pier 13",2022-06-30,2022,6,2022-06-30T13:19:00Z,20,0.29,0,0,0,0.29,0,0,0,,Good,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,4.866666666666666,1,Central Park,77.54,0
"Hudson River, Hoboken Cove Beach",2022-06-30,2022,6,2022-06-30T13:42:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,5.25,1,Central Park,77.54,0
"Hudson River, Frank Sinatra Park",2022-06-30,2022,6,2022-06-30T13:52:00Z,24196,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8530645,8530645,2022-06-30T08:27:00Z,0.245,TRUE,5.416666666666667,1,Central Park,77.54,0
"Flushing Bay, World's Fair Marina Pier 1 East",2022-06-30,2022,6,2022-06-30T10:19:00Z,161,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8517251,8517251,2022-06-30T08:12:00Z,0.255,FALSE,2.1166666666666667,1,Central Park,77.54,0
"Flushing Bay, World's Fair Marina Boat Ramp",2022-06-30,2022,6,2022-06-30T10:23:00Z,933,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8517251,8517251,2022-06-30T08:12:00Z,0.255,FALSE,2.183333333333333,1,Central Park,77.54,0
Flushing Creek,2022-06-30,2022,6,2022-06-30T13:53:00Z,122,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8517251,8517251,2022-06-30T08:12:00Z,0.255,FALSE,5.683333333333334,1,Central Park,77.54,0
Kissena Lake,2022-06-30,2022,6,2022-06-30T12:03:00Z,41,0.29,0,0,0,0.29,0,0,0,,Fair,8517251,8517251,2022-06-30T08:12:00Z,0.255,FALSE,3.85,1,Central Park,77.54,0
"Flushing Meadows-Corona Park, Meadow Lake",2022-06-30,2022,6,2022-06-30T10:52:00Z,2755,0.29,0,0,0,0.29,0,0,0,1860 ,Unacceptable,8517251,8517251,2022-06-30T08:12:00Z,0.255,FALSE,2.6666666666666665,1,Central Park,77.54,0
Little Neck Bay,2022-06-30,2022,6,2022-06-30T11:24:00Z,256,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8516990,8516990,2022-06-30T04:45:00Z,7.446,TRUE,6.65,-1,Central Park,77.54,0
"East River, Gantry State Park",2022-06-30,2022,6,2022-06-30T13:37:00Z,0,0.29,0,0,0,0.29,0,0,0,,Not Detected,8517673,8517673,2022-06-30T09:08:00Z,0.229,TRUE,4.483333333333333,1,Central Park,77.54,0
"Newtown Creek, 2nd Street Kayak Launch",2022-06-30,2022,6,2022-06-30T13:44:00Z,24196,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8517673,8517673,2022-06-30T09:08:00Z,0.229,TRUE,4.6,1,Central Park,77.54,0
"Newtown Creek, Pulaski Bridge, Queens",2022-06-30,2022,6,2022-06-30T13:30:00Z,244,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8517673,8517673,2022-06-30T09:08:00Z,0.229,TRUE,4.366666666666666,1,Central Park,77.54,0
"Newtown Creek, Apollo Street",2022-06-30,2022,6,2022-06-30T12:45:00Z,2909,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8517673,8517673,2022-06-30T09:08:00Z,0.229,TRUE,3.6166666666666667,1,Central Park,77.54,0
"Newtown Creek, East Branch",2022-06-30,2022,6,2022-06-30T13:30:00Z,0,0.29,0,0,0,0.29,0,0,0,,Not Detected,8518699,8518699,2022-06-30T08:38:00Z,0.366,TRUE,4.866666666666666,1,Central Park,77.54,0
"Newtown Creek, English Kills",2022-06-30,2022,6,2022-06-30T13:45:00Z,20,0.29,0,0,0,0.29,0,0,0,,Good,8518699,8518699,2022-06-30T08:38:00Z,0.366,TRUE,5.116666666666666,1,Central Park,77.54,0
"East River, Bushwick Inlet Park Beach",2022-06-30,2022,6,2022-06-30T12:45:00Z,41,0.29,0,0,0,0.29,0,0,0,,Fair,8518699,8518699,2022-06-30T08:38:00Z,0.366,TRUE,4.116666666666666,1,Central Park,77.54,0
"East River, Grand Ferry Park",2022-06-30,2022,6,2022-06-30T18:20:00Z,52,0.29,0,0,0,0.29,0,0,0,,Fair,8518699,8518699,2022-06-30T14:56:00Z,3.649,TRUE,3.4,-1,Central Park,77.54,0
"East River, North 3rd Street",2022-06-30,2022,6,2022-06-30T17:37:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8518699,8518699,2022-06-30T14:56:00Z,3.649,TRUE,2.683333333333333,-1,Central Park,77.54,0
"East River, South 5th Street/Domino Park",2022-06-30,2022,6,2022-06-30T17:50:00Z,0,0.29,0,0,0,0.29,0,0,0,0 ,Not Detected,8518699,8518699,2022-06-30T14:56:00Z,3.649,TRUE,2.9,-1,Central Park,77.54,0
"Buttermilk Channel, Valentino Pier",2022-06-30,2022,6,2022-06-30T14:46:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8517921,8517921,2022-06-30T13:48:00Z,4.331,TRUE,0.9666666666666667,-1,Central Park,77.54,0
"Raritan Bay, Oakwood Beach",2022-06-30,2022,6,2022-06-30T14:50:00Z,31,0.29,0,0,0,0.29,0,0,0,,Good,8519436,8519436,2022-06-30T13:29:00Z,4.419,TRUE,1.35,-1,Central Park,77.54,0
"Raritan Bay, Great Kills Beach",2022-06-30,2022,6,2022-06-30T15:23:00Z,20,0.29,0,0,0,0.29,0,0,0,,Good,8519436,8519436,2022-06-30T13:29:00Z,4.419,TRUE,1.9,-1,Central Park,77.54,0
"Hackensack River, Ridgefield Park",2022-06-30,2022,6,2022-06-30T12:35:00Z,134,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8530398,8530398,2022-06-30T09:12:00Z,0.321,TRUE,3.3833333333333333,1,Central Park,77.54,0
"Hackensack River, River Barge Park",2022-06-30,2022,6,2022-06-30T13:15:00Z,195,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8530528,8530528,2022-06-30T08:57:00Z,0.329,TRUE,4.3,1,Central Park,77.54,0
"Hackensack River, Laurel Hill Park",2022-06-30,2022,6,2022-06-30T13:30:00Z,0,0.29,0,0,0,0.29,0,0,0,,Not Detected,8530696,8530696,2022-06-30T08:51:00Z,0.28,TRUE,4.65,1,Central Park,77.54,0
"Hackensack River, Rutkowski Park",2022-06-30,2022,6,2022-06-30T14:17:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8530884,8530884,2022-06-30T14:09:00Z,4.709,TRUE,0.13333333333333333,-1,Central Park,77.54,0
"Raritan River, Riverside Park",2022-06-30,2022,6,2022-06-30T12:13:00Z,135,0.29,0,0,0,0.29,0,0,0,,Unacceptable,8531463,8531463,2022-06-30T08:30:00Z,0.405,TRUE,3.716666666666667,1,Central Park,77.54,0
"Raritan River, Rutgers Boathouse",2022-06-30,2022,6,2022-06-30T12:45:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8531463,8531463,2022-06-30T08:30:00Z,0.405,TRUE,4.25,1,Central Park,77.54,0
"Raritan River, Edison Boat Basin",2022-06-30,2022,6,2022-06-30T13:09:00Z,85,0.29,0,0,0,0.29,0,0,0,,Fair,8531390,8531390,2022-06-30T08:14:00Z,0.447,TRUE,4.916666666666667,1,Central Park,77.54,0
"Raritan River, Ken Buchanan Park",2022-06-30,2022,6,2022-06-30T13:42:00Z,20,0.29,0,0,0,0.29,0,0,0,,Good,8531390,8531390,2022-06-30T08:14:00Z,0.447,TRUE,5.466666666666667,1,Central Park,77.54,0
"Raritan River, 2nd Street Park",2022-06-30,2022,6,2022-06-30T14:46:00Z,10,0.29,0,0,0,0.29,0,0,0,,Good,8531232,8531232,2022-06-30T13:30:00Z,4.711,TRUE,1.2666666666666666,-1,Central Park,77.54,0
"Raritan Bay, Waterfront Park",2022-06-30,2022,6,2022-06-30T14:11:00Z,0,0.29,0,0,0,0.29,0,0,0,,Not Detected,8531232,8531232,2022-06-30T13:30:00Z,4.711,TRUE,0.6833333333333333,-1,Central Park,77.54,0
"Hudson River, JFK Marina",2022-07-07,2022,7,2022-07-07T13:10:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8530095,8530095,2022-07-07T07:14:00Z,3.667,TRUE,5.933333333333334,-1,Central Park,76.55,0
"Hudson River, Yonkers Paddling and Rowing Club",2022-07-07,2022,7,2022-07-07T15:43:00Z,10,0.09,0,0,0.09,0,0,0,0,,Good,8530095,8530095,2022-07-07T13:55:00Z,0.598,TRUE,1.8,1,Central Park,76.55,0
"Saw Mill River, daylighted section",2022-07-07,2022,7,2022-07-07T15:49:00Z,84,0.09,0,0,0.09,0,0,0,0,,Fair,8530095,8530095,2022-07-07T13:55:00Z,0.598,TRUE,1.9,1,Central Park,76.55,0
"Bronx River, Starlight Park, North Dock",2022-07-07,2022,7,2022-07-07T17:15:00Z,132,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8518621,8518621,2022-07-07T15:51:00Z,0.624,TRUE,1.4,1,Central Park,76.55,0
"Bronx River, Hunts Point Riverside Park",2022-07-07,2022,7,2022-07-07T16:01:00Z,373,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8518621,8518621,2022-07-07T15:51:00Z,0.624,TRUE,0.16666666666666666,1,Central Park,76.55,0
"Bronx River, Soundview Park, HP009 CSO",2022-07-07,2022,7,2022-07-07T14:45:00Z,243,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8518621,8518621,2022-07-07T09:31:00Z,7.008,TRUE,5.233333333333333,-1,Central Park,76.55,0
"Bronx Kill, west end",2022-07-07,2022,7,2022-07-07T13:15:00Z,52,0.09,0,0,0.09,0,0,0,0,,Fair,8518643,8518643,2022-07-07T08:58:00Z,4.256,TRUE,4.283333333333333,-1,Central Park,76.55,0
"Bronx Kill, east end",2022-07-07,2022,7,2022-07-07T13:02:00Z,31,0.09,0,0,0.09,0,0,0,0,30 ,Good,8518639,8518639,2022-07-07T09:16:00Z,6.174,TRUE,3.7666666666666666,-1,Central Park,76.55,0
"Harlem River, Little Hell Gate",2022-07-07,2022,7,2022-07-07T13:30:00Z,144,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517401,8517401,2022-07-07T09:07:00Z,5.875,TRUE,4.383333333333334,-1,Central Park,76.55,0
